start_id,seed,success,sigma1_unc,sigma2_unc,sigma2_gt_sigma1,nu1,nu2,p11,p22,p12,p21,state2_share,omega,alpha,beta,w1,w2,jitter_scale,fail_reason
0,2026,False,0.005442267578217832,0.005708355362462822,True,5.707817934879638,5.707817934879638,0.9165707705217828,0.9363395221606194,0.08342922947821724,0.06366047783938066,0.5656085978505374,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,1.0866607883709424e-06,1.1955182697586706e-06,0.03,LinAlgError('SVD did not converge')
1,2027,False,0.005435450074479943,0.0057127168033082555,True,5.707817934879638,5.707817934879638,0.9178632964757458,0.9371403271915535,0.08213670352425423,0.06285967280844651,0.5648587853036741,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,1.083939983596248e-06,1.1973458273710183e-06,0.03,LinAlgError('SVD did not converge')
2,2028,True,0.0013053742862479945,0.005473407131609463,True,5.707817934879638,5.707817934879638,0.973456433383201,0.9801499775208206,0.026543566616799116,0.019850022479179514,0.5668582854286428,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,6.251789137542933e-08,1.0991316706346302e-06,0.03,
3,2029,False,0.005438690256332084,0.005720983208443035,True,5.707817934879638,5.707817934879638,0.9169070970376145,0.936921040637917,0.08309290296238558,0.06307895936208296,0.5668582854286428,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,1.0852326859304283e-06,1.2008134968339213e-06,0.03,LinAlgError('SVD did not converge')
4,2030,True,0.0014814224930175567,0.005479070838768146,True,5.707817934879638,5.707817934879638,0.9734411079983359,0.9801587297353098,0.0265588920016641,0.01984127026469024,0.5671082229442639,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,8.051783397218159e-08,1.1014075403296944e-06,0.03,
5,2031,True,0.0013480450775783597,0.005479735991486157,True,5.707817934879638,5.707817934879638,0.9733796290817366,0.9801936615491254,0.026620370918263463,0.019806338450874702,0.5681079730067483,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,6.667193263262822e-08,1.1016749757067104e-06,0.03,
6,2032,True,0.0013432879724102258,0.005487594184517138,True,5.707817934879638,5.707817934879638,0.9733796290817366,0.9801936615491254,0.026620370918263463,0.019806338450874702,0.5681079730067483,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,6.620220683578811e-08,1.1048369462917622e-06,0.03,
7,2033,False,0.005448939652499732,0.005713404405641597,True,5.707817934879638,5.707817934879638,0.915898617032375,0.9359540632191219,0.08410138296762515,0.06404593678087815,0.5661084728817796,2.4741260667455377e-06,0.15404020317830763,0.8326276338728447,1.0893268556748496e-06,1.1976340780792358e-06,0.03,LinAlgError('SVD did not converge')
